Warehouse,Product_Code,SupplierID,ManufID,WH1,WH2,WH3,WH4,Time_Enroute,Destination,Miles,f1,f2,f3,f4,f5,capacity,prodx,cost,Product_Code_Warehouse,xProd_vecm,production_quantity,Forecast,Product_Category,WarehouseID,Warehouse_City,Warehouse_State,Warehouse_Region,Type,Color,Address,Lat,Long
W2,Product_0740,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,48.0,Product_0740S2M3W2,0.04,Product_0740_W2,Product_0740S2M3W2,48.0,152,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0740,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,47.0,Product_0740S3M3W2,0.04,Product_0740_W2,Product_0740S3M3W2,47.0,152,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0740,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,28.0,Product_0740S4M1W2,0.04,Product_0740_W2,Product_0740S4M1W2,2.0,152,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0741,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,43.0,Product_0741S1M1W2,0.01,Product_0741_W2,Product_0741S1M1W2,43.0,140,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0741,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,32.0,Product_0741S2M3W2,0.01,Product_0741_W2,Product_0741S2M3W2,32.0,140,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0741,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,49.0,Product_0741S3M3W2,0.01,Product_0741_W2,Product_0741S3M3W2,49.0,140,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0741,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,45.0,Product_0741S4M1W2,0.01,Product_0741_W2,Product_0741S4M1W2,15.0,140,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0742,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,50.0,Product_0742S2M3W2,0.03,Product_0742_W2,Product_0742S2M3W2,2.0,2,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0743,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,44.0,Product_0743S1M1W2,0.05,Product_0743_W2,Product_0743S1M1W2,44.0,227,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0743,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,51.0,Product_0743S2M3W2,0.05,Product_0743_W2,Product_0743S2M3W2,51.0,227,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0743,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,59.0,Product_0743S3M3W2,0.05,Product_0743_W2,Product_0743S3M3W2,59.0,227,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0743,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,54.0,Product_0743S4M1W2,0.05,Product_0743_W2,Product_0743S4M1W2,54.0,227,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0744,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,50.0,Product_0744S2M3W2,0.01,Product_0744_W2,Product_0744S2M3W2,27.0,27,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0745,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,48.0,Product_0745S1M1W2,0.1,Product_0745_W2,Product_0745S1M1W2,48.0,196,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0745,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,43.0,Product_0745S2M3W2,0.1,Product_0745_W2,Product_0745S2M3W2,43.0,196,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0745,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,48.0,Product_0745S3M3W2,0.1,Product_0745_W2,Product_0745S3M3W2,48.0,196,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0745,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,38.0,Product_0745S4M1W2,0.1,Product_0745_W2,Product_0745S4M1W2,38.0,196,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0746,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,182.0,Product_0746S1M1W2,0.03,Product_0746_W2,Product_0746S1M1W2,182.0,879,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0746,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,142.0,Product_0746S2M3W2,0.03,Product_0746_W2,Product_0746S2M3W2,142.0,879,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0746,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,138.0,Product_0746S3M3W2,0.03,Product_0746_W2,Product_0746S3M3W2,138.0,879,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0746,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,119.0,Product_0746S4M1W2,0.03,Product_0746_W2,Product_0746S4M1W2,119.0,879,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0747,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,17.0,Product_0747S1M1W2,0.01,Product_0747_W2,Product_0747S1M1W2,13.0,59,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0747,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,20.0,Product_0747S2M3W2,0.01,Product_0747_W2,Product_0747S2M3W2,20.0,59,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0747,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,21.0,Product_0747S3M3W2,0.01,Product_0747_W2,Product_0747S3M3W2,21.0,59,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0748,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,50.0,Product_0748S2M3W2,0.06,Product_0748_W2,Product_0748S2M3W2,33.0,33,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0749,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,17.0,Product_0749S1M1W2,0.01,Product_0749_W2,Product_0749S1M1W2,17.0,86,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0749,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,21.0,Product_0749S2M3W2,0.01,Product_0749_W2,Product_0749S2M3W2,21.0,86,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0749,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,25.0,Product_0749S3M3W2,0.01,Product_0749_W2,Product_0749S3M3W2,25.0,86,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0749,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,23.0,Product_0749S4M1W2,0.01,Product_0749_W2,Product_0749S4M1W2,19.0,86,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0750,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,50.0,Product_0750S2M3W2,0.07,Product_0750_W2,Product_0750S2M3W2,3.0,3,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0751,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,50.0,Product_0751S2M3W2,0.07,Product_0751_W2,Product_0751S2M3W2,32.0,33,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0752,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,50.0,Product_0752S2M3W2,0.07,Product_0752_W2,Product_0752S2M3W2,14.0,15,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0753,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,50.0,Product_0753S2M3W2,0.04,Product_0753_W2,Product_0753S2M3W2,35.0,38,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0754,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,50.0,Product_0754S2M3W2,0.09,Product_0754_W2,Product_0754S2M3W2,9.0,9,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0755,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,156.0,Product_0755S1M1W2,0.1,Product_0755_W2,Product_0755S1M1W2,156.0,801,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0755,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,234.0,Product_0755S2M3W2,0.1,Product_0755_W2,Product_0755S2M3W2,234.0,801,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0755,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,221.0,Product_0755S3M3W2,0.1,Product_0755_W2,Product_0755S3M3W2,221.0,801,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0755,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,161.0,Product_0755S4M1W2,0.1,Product_0755_W2,Product_0755S4M1W2,161.0,801,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0756,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,107.0,Product_0756S1M1W2,0.1,Product_0756_W2,Product_0756S1M1W2,107.0,417,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0756,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,90.0,Product_0756S2M3W2,0.1,Product_0756_W2,Product_0756S2M3W2,90.0,417,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0756,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,118.0,Product_0756S3M3W2,0.1,Product_0756_W2,Product_0756S3M3W2,118.0,417,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0756,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,70.0,Product_0756S4M1W2,0.1,Product_0756_W2,Product_0756S4M1W2,70.0,417,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0757,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,83.0,Product_0757S1M1W2,0.06,Product_0757_W2,Product_0757S1M1W2,83.0,383,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0757,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,126.0,Product_0757S2M3W2,0.06,Product_0757_W2,Product_0757S2M3W2,126.0,383,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0757,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,83.0,Product_0757S3M3W2,0.06,Product_0757_W2,Product_0757S3M3W2,83.0,383,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0757,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,85.0,Product_0757S4M1W2,0.06,Product_0757_W2,Product_0757S4M1W2,59.0,383,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0758,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,39.0,Product_0758S1M1W2,0.09,Product_0758_W2,Product_0758S1M1W2,39.0,180,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0758,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,46.0,Product_0758S2M3W2,0.09,Product_0758_W2,Product_0758S2M3W2,46.0,180,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0758,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,41.0,Product_0758S3M3W2,0.09,Product_0758_W2,Product_0758S3M3W2,41.0,180,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0758,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,46.0,Product_0758S4M1W2,0.09,Product_0758_W2,Product_0758S4M1W2,46.0,180,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0759,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,20.0,Product_0759S1M1W2,0.1,Product_0759_W2,Product_0759S1M1W2,20.0,58,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0759,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,14.0,Product_0759S2M3W2,0.1,Product_0759_W2,Product_0759S2M3W2,14.0,58,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0759,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,12.0,Product_0759S3M3W2,0.1,Product_0759_W2,Product_0759S3M3W2,12.0,58,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0759,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,13.0,Product_0759S4M1W2,0.1,Product_0759_W2,Product_0759S4M1W2,7.0,58,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0760,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,50.0,Product_0760S2M3W2,0.06,Product_0760_W2,Product_0760S2M3W2,1.0,1,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0761,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,39.0,Product_0761S1M1W2,0.05,Product_0761_W2,Product_0761S1M1W2,39.0,139,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0761,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,31.0,Product_0761S2M3W2,0.05,Product_0761_W2,Product_0761S2M3W2,31.0,139,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0761,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,42.0,Product_0761S3M3W2,0.05,Product_0761_W2,Product_0761S3M3W2,42.0,139,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0761,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,42.0,Product_0761S4M1W2,0.05,Product_0761_W2,Product_0761S4M1W2,24.0,139,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0762,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,19.0,Product_0762S1M1W2,0.01,Product_0762_W2,Product_0762S1M1W2,19.0,79,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0762,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,28.0,Product_0762S2M3W2,0.01,Product_0762_W2,Product_0762S2M3W2,28.0,79,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0762,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,26.0,Product_0762S3M3W2,0.01,Product_0762_W2,Product_0762S3M3W2,26.0,79,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0762,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,19.0,Product_0762S4M1W2,0.01,Product_0762_W2,Product_0762S4M1W2,5.0,79,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0763,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,50.0,Product_0763S2M3W2,0.02,Product_0763_W2,Product_0763S2M3W2,47.0,47,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0764,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,87.0,Product_0764S1M1W2,0.02,Product_0764_W2,Product_0764S1M1W2,87.0,317,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0764,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,86.0,Product_0764S2M3W2,0.02,Product_0764_W2,Product_0764S2M3W2,86.0,317,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0764,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,95.0,Product_0764S3M3W2,0.02,Product_0764_W2,Product_0764S3M3W2,95.0,317,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0764,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,108.0,Product_0764S4M1W2,0.02,Product_0764_W2,Product_0764S4M1W2,25.0,317,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0765,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,50.0,Product_0765S2M3W2,0.03,Product_0765_W2,Product_0765S2M3W2,1.0,1,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0766,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,50.0,Product_0766S2M3W2,0.01,Product_0766_W2,Product_0766S2M3W2,9.0,9,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0767,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,2314.0,Product_0767S1M1W2,0.07,Product_0767_W2,Product_0767S1M1W2,2314.0,10830,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0767,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,2328.0,Product_0767S2M3W2,0.07,Product_0767_W2,Product_0767S2M3W2,2328.0,10830,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0767,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,1561.0,Product_0767S3M3W2,0.07,Product_0767_W2,Product_0767S3M3W2,1561.0,10830,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0767,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,2221.0,Product_0767S4M1W2,0.07,Product_0767_W2,Product_0767S4M1W2,2221.0,10830,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0768,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,303.0,Product_0768S1M1W2,0.02,Product_0768_W2,Product_0768S1M1W2,303.0,1080,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0768,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,229.0,Product_0768S2M3W2,0.02,Product_0768_W2,Product_0768S2M3W2,229.0,1080,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0768,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,232.0,Product_0768S3M3W2,0.02,Product_0768_W2,Product_0768S3M3W2,232.0,1080,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0768,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,320.0,Product_0768S4M1W2,0.02,Product_0768_W2,Product_0768S4M1W2,240.0,1080,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0769,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,41.0,Product_0769S1M1W2,0.03,Product_0769_W2,Product_0769S1M1W2,39.0,113,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0769,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,40.0,Product_0769S2M3W2,0.03,Product_0769_W2,Product_0769S2M3W2,40.0,113,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0769,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,25.0,Product_0769S3M3W2,0.03,Product_0769_W2,Product_0769S3M3W2,25.0,113,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0770,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,94.0,Product_0770S1M1W2,0.09,Product_0770_W2,Product_0770S1M1W2,94.0,273,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0770,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,68.0,Product_0770S2M3W2,0.09,Product_0770_W2,Product_0770S2M3W2,68.0,273,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0770,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,96.0,Product_0770S3M3W2,0.09,Product_0770_W2,Product_0770S3M3W2,96.0,273,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0770,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,55.0,Product_0770S4M1W2,0.09,Product_0770_W2,Product_0770S4M1W2,10.0,273,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0772,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,50.0,Product_0772S2M3W2,0.03,Product_0772_W2,Product_0772S2M3W2,27.0,28,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0773,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,70.0,Product_0773S1M1W2,0.08,Product_0773_W2,Product_0773S1M1W2,70.0,336,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0773,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,69.0,Product_0773S2M3W2,0.08,Product_0773_W2,Product_0773S2M3W2,69.0,336,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0773,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,71.0,Product_0773S3M3W2,0.08,Product_0773_W2,Product_0773S3M3W2,71.0,336,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0773,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,95.0,Product_0773S4M1W2,0.08,Product_0773_W2,Product_0773S4M1W2,95.0,336,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0774,S1,M1,W2,,,,2,W2,8.341443398e-08,834.1443397999999,794.2351932999999,,,,116.0,Product_0774S1M1W2,0.06,Product_0774_W2,Product_0774S1M1W2,116.0,496,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0774,S2,M3,W2,,,,2,W2,5.969967361e-08,596.9967361,292.0635287,,,,128.0,Product_0774S2M3W2,0.06,Product_0774_W2,Product_0774S2M3W2,128.0,496,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0774,S3,M3,W2,,,,2,W2,6.99089179e-08,699.0891790000001,292.0635287,,,,143.0,Product_0774S3M3W2,0.06,Product_0774_W2,Product_0774S3M3W2,143.0,496,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
W2,Product_0774,S4,M1,W2,,,,2,W2,9.746659208999901e-08,974.6659208999998,794.2351932999999,,,,162.0,Product_0774S4M1W2,0.06,Product_0774_W2,Product_0774S4M1W2,109.0,496,Category_001,W2,Los Angeles,CA,West Coast Region,Warehouse,Blue,,34.0522,-118.2437
