product,supplier,capacity
Product_0933,S4,186689
Product_0934,S1,29065
Product_0934,S2,22186
Product_0934,S3,21067
Product_0934,S4,25710
Product_0935,S1,47857
Product_0935,S2,49936
Product_0935,S3,40433
Product_0935,S4,45243
Product_0936,S1,121741
Product_0936,S2,166848
Product_0936,S3,100509
Product_0936,S4,154398
Product_0937,S1,10594
Product_0937,S2,14491
Product_0937,S3,9956
Product_0937,S4,9386
Product_0939,S1,10942
Product_0939,S2,11516
Product_0939,S3,13248
Product_0939,S4,12523
Product_0940,S1,5330
Product_0940,S2,6909
Product_0940,S3,7574
Product_0940,S4,7568
Product_0941,S1,46207
Product_0941,S2,55160
Product_0941,S3,38302
Product_0941,S4,51810
Product_0942,S1,25004
Product_0942,S2,24874
Product_0942,S3,29809
Product_0942,S4,34266
Product_0943,S1,48752
Product_0943,S2,65917
Product_0943,S3,48092
Product_0943,S4,73962
Product_0947,S1,3
Product_0947,S2,2
Product_0947,S3,3
Product_0947,S4,3
Product_0950,S1,759
Product_0950,S2,479
Product_0950,S3,612
Product_0950,S4,658
Product_0952,S1,4862
Product_0952,S2,4013
Product_0952,S3,4980
Product_0952,S4,4488
Product_0953,S1,977
Product_0953,S2,1061
Product_0953,S3,1018
Product_0953,S4,1002
Product_0954,S1,5
Product_0954,S2,5
Product_0954,S3,5
Product_0954,S4,6
Product_0955,S1,9
Product_0955,S2,9
Product_0955,S3,9
Product_0955,S4,9
Product_0956,S1,60
Product_0956,S2,53
Product_0956,S3,67
Product_0956,S4,70
Product_0957,S1,5655
Product_0957,S2,6966
Product_0957,S3,5723
Product_0957,S4,5211
Product_0959,S1,1
Product_0959,S2,1
Product_0959,S3,1
Product_0959,S4,1
Product_0960,S1,5
Product_0960,S2,6
Product_0960,S3,7
Product_0960,S4,5
Product_0961,S1,1264
Product_0961,S2,1123
Product_0961,S3,1485
Product_0961,S4,1353
Product_0962,S1,34068
Product_0962,S2,47995
Product_0962,S3,44508
Product_0962,S4,40239
Product_0963,S1,12457
Product_0963,S2,13112
Product_0963,S3,9204
Product_0963,S4,14301
Product_0964,S1,1542
Product_0964,S2,1099
Product_0964,S3,1544
Product_0964,S4,1104
Product_0968,S1,257
Product_0968,S2,324
Product_0968,S3,310
Product_0968,S4,301
Product_0969,S1,179
Product_0969,S2,252
Product_0969,S3,196
Product_0969,S4,248
Product_0970,S1,303
Product_0970,S2,224
Product_0970,S3,345
Product_0970,S4,265
Product_0971,S1,2690
Product_0971,S2,2600
Product_0971,S3,3242
Product_0971,S4,2904
Product_0972,S1,5411
Product_0972,S2,6075
Product_0972,S3,6843
Product_0972,S4,5164
Product_0973,S1,13847
Product_0973,S2,13696
Product_0973,S3,14192
Product_0973,S4,9372
Product_0974,S1,1320
Product_0974,S2,1020
Product_0974,S3,1342
Product_0974,S4,1122
Product_0975,S1,12574
Product_0975,S2,14021
Product_0975,S3,15483
Product_0975,S4,15407
Product_0976,S1,6412
Product_0976,S2,7757
Product_0976,S3,7796
Product_0976,S4,9371
Product_0978,S1,315
Product_0978,S2,288
Product_0978,S3,330
Product_0978,S4,230
Product_0979,S1,70431
Product_0979,S2,76230
Product_0979,S3,65233
Product_0979,S4,58016
Product_0980,S1,2889
Product_0980,S2,2109
Product_0980,S3,1981
Product_0980,S4,1920
Product_0981,S1,31251
Product_0981,S2,27293
Product_0981,S3,26047
Product_0981,S4,29963
Product_0982,S1,29434
Product_0982,S2,29976
Product_0982,S3,26405
Product_0982,S4,32920
Product_0983,S1,180
Product_0983,S2,188
Product_0983,S3,193
Product_0983,S4,238
Product_0984,S1,25475
Product_0984,S2,39627
Product_0984,S3,25339
Product_0984,S4,34784
Product_0986,S1,17924
Product_0986,S2,12241
Product_0986,S3,12515
Product_0986,S4,13077
Product_0987,S1,23
Product_0987,S2,23
Product_0987,S3,19
Product_0987,S4,21
Product_0988,S1,531
Product_0988,S2,483
Product_0988,S3,425
Product_0988,S4,618
Product_0989,S1,2542
Product_0989,S2,2569
Product_0989,S3,1953
Product_0989,S4,2361
Product_0991,S1,3580
Product_0991,S2,3106
Product_0991,S3,2820
Product_0991,S4,3226
Product_0992,S1,0
Product_0992,S2,0
Product_0992,S3,0
Product_0992,S4,0
Product_0993,S1,634
Product_0993,S2,512
Product_0993,S3,568
Product_0993,S4,549
Product_0994,S1,5758
Product_0994,S2,5910
Product_0994,S3,5741
Product_0994,S4,3820
Product_0995,S1,383
Product_0995,S2,403
Product_0995,S3,339
Product_0995,S4,337
Product_0998,S1,13146
Product_0998,S2,17788
Product_0998,S3,16892
Product_0998,S4,15652
Product_1000,S1,410
Product_1000,S2,374
Product_1000,S3,367
Product_1000,S4,289
Product_1001,S1,1872
Product_1001,S2,2954
Product_1001,S3,2363
Product_1001,S4,2946
Product_1009,S1,4889
Product_1009,S2,5795
Product_1009,S3,4257
Product_1009,S4,4923
Product_1011,S1,797
Product_1011,S2,1025
Product_1011,S3,799
Product_1011,S4,1045
Product_1012,S1,1053
Product_1012,S2,1117
Product_1012,S3,984
Product_1012,S4,1156
Product_1013,S1,70882
Product_1013,S2,84514
Product_1013,S3,66683
Product_1013,S4,89045
Product_1014,S1,6084
Product_1014,S2,3791
Product_1014,S3,3787
Product_1014,S4,3870
Product_1015,S1,7625
Product_1015,S2,7958
Product_1015,S3,5591
Product_1015,S4,7977
Product_1016,S1,749149
Product_1016,S2,899272
Product_1016,S3,600197
Product_1016,S4,938802
Product_1017,S1,10369
Product_1017,S2,13568
Product_1017,S3,14284
Product_1017,S4,11163
Product_1018,S1,60594
Product_1018,S2,65780
Product_1018,S3,62087
Product_1018,S4,53453
Product_1019,S1,3
Product_1019,S2,3
Product_1019,S3,3
Product_1019,S4,3
Product_1020,S1,1369
Product_1020,S2,1117
Product_1020,S3,1127
Product_1020,S4,1053
Product_1021,S1,4526
Product_1021,S2,4078
Product_1021,S3,4516
Product_1021,S4,4566
Product_1022,S1,9198
Product_1022,S2,8282
Product_1022,S3,13051
Product_1022,S4,8249
Product_1023,S1,76947
Product_1023,S2,77831
Product_1023,S3,79184
Product_1023,S4,94860
Product_1024,S1,10
Product_1024,S2,12
Product_1024,S3,11
Product_1024,S4,9
Product_1025,S1,249
Product_1025,S2,387
Product_1025,S3,317
Product_1025,S4,399
Product_1026,S1,1147
Product_1026,S2,1174
Product_1026,S3,978
Product_1026,S4,1309
Product_1028,S1,237
Product_1028,S2,229
Product_1028,S3,206
Product_1028,S4,204
Product_1029,S1,316
Product_1029,S2,276
Product_1029,S3,392
Product_1029,S4,368
Product_1030,S1,8759
Product_1030,S2,7889
Product_1030,S3,11634
Product_1030,S4,7192
Product_1031,S1,4474
Product_1031,S2,4443
Product_1031,S3,3609
Product_1031,S4,4156
Product_1032,S1,3337
Product_1032,S2,3106
Product_1032,S3,3467
Product_1032,S4,2597
Product_1033,S1,1588
Product_1033,S2,2058
Product_1033,S3,1658
Product_1033,S4,2238
Product_1034,S1,3882
Product_1034,S2,5622
Product_1034,S3,4478
Product_1034,S4,3605
Product_1035,S1,352
Product_1035,S2,260
Product_1035,S3,244
Product_1035,S4,311
Product_1036,S1,1071
Product_1036,S2,1610
Product_1036,S3,1245
Product_1036,S4,1645
Product_1037,S1,36
Product_1037,S2,48
Product_1037,S3,53
Product_1037,S4,36
Product_1038,S1,364
Product_1038,S2,356
Product_1038,S3,369
Product_1038,S4,278
Product_1039,S1,963
Product_1039,S2,996
Product_1039,S3,932
Product_1039,S4,1130
Product_1040,S1,3939
Product_1040,S2,5114
Product_1040,S3,3656
Product_1040,S4,3209
Product_1041,S1,421
Product_1041,S2,457
Product_1041,S3,350
Product_1041,S4,408
Product_1042,S1,193
Product_1042,S2,190
Product_1042,S3,199
Product_1042,S4,198
Product_1043,S1,730
Product_1043,S2,687
Product_1043,S3,544
Product_1043,S4,696
Product_1044,S1,357
Product_1044,S2,467
Product_1044,S3,544
Product_1044,S4,538
Product_1045,S1,1198
Product_1045,S2,834
Product_1045,S3,995
Product_1045,S4,901
Product_1046,S1,382
Product_1046,S2,486
Product_1046,S3,449
Product_1046,S4,374
Product_1047,S1,61863
Product_1047,S2,72345
Product_1047,S3,50244
Product_1047,S4,72494
Product_1048,S1,144528
Product_1048,S2,135476
Product_1048,S3,121270
Product_1048,S4,101775
Product_1049,S1,106
Product_1049,S2,156
Product_1049,S3,151
Product_1049,S4,120
Product_1050,S1,214
Product_1050,S2,235
Product_1050,S3,244
Product_1050,S4,250
Product_1051,S1,125
Product_1051,S2,162
Product_1051,S3,151
Product_1051,S4,144
Product_1052,S1,116
Product_1052,S2,110
Product_1052,S3,84
Product_1052,S4,94
Product_1055,S1,116
Product_1055,S2,121
Product_1055,S3,150
Product_1055,S4,128
Product_1056,S1,115
Product_1056,S2,84
Product_1056,S3,83
Product_1056,S4,111
Product_1057,S1,43
Product_1057,S2,52
Product_1057,S3,60
Product_1057,S4,56
Product_1058,S1,45
Product_1058,S2,36
Product_1058,S3,46
Product_1058,S4,41
Product_1059,S1,88
Product_1059,S2,97
Product_1059,S3,89
Product_1059,S4,90
Product_1060,S1,88
Product_1060,S2,67
Product_1060,S3,75
Product_1060,S4,64
Product_1061,S1,1
Product_1061,S2,1
Product_1061,S3,1
Product_1061,S4,1
Product_1062,S1,174
Product_1062,S2,121
Product_1062,S3,121
Product_1062,S4,171
Product_1063,S1,5
Product_1063,S2,7
Product_1063,S3,7
Product_1063,S4,5
Product_1091,S1,3
Product_1091,S2,2
Product_1091,S3,3
Product_1091,S4,2
Product_1093,S1,67
Product_1093,S2,51
Product_1093,S3,50
Product_1093,S4,51
Product_1094,S1,108
Product_1094,S2,108
Product_1094,S3,102
Product_1094,S4,126
Product_1096,S1,26
Product_1096,S2,26
Product_1096,S3,31
Product_1096,S4,24
Product_1097,S1,68
Product_1097,S2,71
Product_1097,S3,67
Product_1097,S4,58
Product_1098,S1,3
Product_1098,S2,3
Product_1098,S3,4
Product_1098,S4,3
Product_1099,S1,20
Product_1099,S2,27
Product_1099,S3,25
Product_1099,S4,25
Product_1100,S1,3
Product_1100,S2,3
Product_1100,S3,3
Product_1100,S4,3
Product_1104,S1,10070
Product_1104,S2,7164
Product_1104,S3,7474
Product_1104,S4,6710
Product_1105,S1,1693
Product_1105,S2,2423
Product_1105,S3,2449
Product_1105,S4,2355
Product_1106,S1,8697
Product_1106,S2,7495
Product_1106,S3,8105
Product_1106,S4,11052
Product_1107,S1,3221
Product_1107,S2,4290
Product_1107,S3,3122
Product_1107,S4,4750
Product_1110,S1,3
Product_1110,S2,3
Product_1110,S3,3
Product_1110,S4,3
Product_1111,S1,4
Product_1111,S2,4
Product_1111,S3,4
Product_1111,S4,5
Product_1112,S1,2
Product_1112,S2,2
Product_1112,S3,2
Product_1112,S4,2
Product_1113,S1,5
Product_1113,S2,4
Product_1113,S3,4
Product_1113,S4,4
Product_1114,S1,190
Product_1114,S2,200
Product_1114,S3,156
Product_1114,S4,196
Product_1115,S1,16
Product_1115,S2,17
Product_1115,S3,15
Product_1115,S4,19
Product_1116,S1,1
Product_1116,S2,1
Product_1116,S3,1
Product_1116,S4,1
Product_1117,S1,47
Product_1117,S2,58
Product_1117,S3,43
Product_1117,S4,59
Product_1118,S1,66
Product_1118,S2,75
Product_1118,S3,60
Product_1118,S4,81
Product_1119,S1,9
Product_1119,S2,7
Product_1119,S3,8
Product_1119,S4,6
Product_1120,S1,31
Product_1120,S2,27
Product_1120,S3,34
Product_1120,S4,27
Product_1121,S1,18
Product_1121,S2,19
Product_1121,S3,20
Product_1121,S4,14
Product_1122,S1,91
Product_1122,S2,67
Product_1122,S3,104
Product_1122,S4,93
Product_1123,S1,1
Product_1123,S2,1
Product_1123,S3,1
Product_1123,S4,1
Product_1124,S1,81
Product_1124,S2,99
Product_1124,S3,89
Product_1124,S4,84
Product_1125,S1,8
Product_1125,S2,7
Product_1125,S3,7
Product_1125,S4,6
Product_1126,S1,35
Product_1126,S2,26
Product_1126,S3,35
Product_1126,S4,23
Product_1134,S1,128424
Product_1134,S2,160247
Product_1134,S3,106742
Product_1134,S4,115053
Product_1135,S1,151394
Product_1135,S2,151622
Product_1135,S3,151577
Product_1135,S4,147145
Product_1136,S1,102
Product_1136,S2,103
Product_1136,S3,102
Product_1136,S4,102
Product_1137,S1,774
Product_1137,S2,721
Product_1137,S3,534
Product_1137,S4,765
Product_1138,S1,611
Product_1138,S2,424
Product_1138,S3,576
Product_1138,S4,443
Product_1139,S1,422
Product_1139,S2,587
Product_1139,S3,357
Product_1139,S4,584
Product_1140,S1,902
Product_1140,S2,869
Product_1140,S3,1339
Product_1140,S4,1051
Product_1141,S1,5
Product_1141,S2,5
Product_1141,S3,6
Product_1141,S4,5
Product_1142,S1,716
Product_1142,S2,519
Product_1142,S3,688
Product_1142,S4,691
Product_1143,S1,62
Product_1143,S2,68
Product_1143,S3,66
Product_1143,S4,73
Product_1144,S1,3
Product_1144,S2,3
Product_1144,S3,4
Product_1144,S4,4
Product_1145,S1,4
Product_1145,S2,3
Product_1145,S3,4
Product_1145,S4,3
Product_1146,S1,2
Product_1146,S2,2
Product_1146,S3,2
Product_1146,S4,2
Product_1147,S1,108711
Product_1147,S2,103322
Product_1147,S3,102003
Product_1147,S4,104920
Product_1148,S1,61682
Product_1148,S2,60203
Product_1148,S3,45722
Product_1148,S4,67795
Product_1149,S1,619579
Product_1149,S2,388762
Product_1149,S3,423717
Product_1149,S4,484223
Product_1150,S1,19428
Product_1150,S2,21887
Product_1150,S3,18365
Product_1150,S4,14640
Product_1151,S1,169415
Product_1151,S2,185334
Product_1151,S3,217913
Product_1151,S4,204624
Product_1152,S1,418344
Product_1152,S2,557620
Product_1152,S3,563620
Product_1152,S4,657693
Product_1153,S1,133529
Product_1153,S2,139554
Product_1153,S3,112271
Product_1153,S4,105804
Product_1154,S1,26247
Product_1154,S2,19235
Product_1154,S3,30288
Product_1154,S4,28278
Product_1155,S1,782
Product_1155,S2,800
Product_1155,S3,1234
Product_1155,S4,1124
Product_1156,S1,313554
Product_1156,S2,404247
Product_1156,S3,414627
Product_1156,S4,406536
Product_1157,S1,777809
Product_1157,S2,664930
Product_1157,S3,811915
Product_1157,S4,658997
Product_1158,S1,428201
Product_1158,S2,321658
Product_1158,S3,490439
Product_1158,S4,320594
Product_1159,S1,53656
Product_1159,S2,75510
Product_1159,S3,83099
Product_1159,S4,77326
Product_1160,S1,6157
Product_1160,S2,5005
Product_1160,S3,4393
Product_1160,S4,4264
Product_1161,S1,17759
Product_1161,S2,19060
Product_1161,S3,16877
Product_1161,S4,13920
Product_1162,S1,712088
Product_1162,S2,703619
Product_1162,S3,885548
Product_1162,S4,707085
Product_1163,S1,15505
Product_1163,S2,21783
Product_1163,S3,18432
Product_1163,S4,14567
Product_1164,S1,28613
Product_1164,S2,42575
Product_1164,S3,26973
Product_1164,S4,37221
Product_1165,S1,76925
Product_1165,S2,90005
Product_1165,S3,88171
Product_1165,S4,76009
Product_1167,S1,110979
Product_1167,S2,136215
Product_1167,S3,121616
Product_1167,S4,119034
Product_1168,S1,5
Product_1168,S2,5
Product_1168,S3,5
Product_1168,S4,5
Product_1169,S1,1
Product_1169,S2,1
Product_1169,S3,1
Product_1169,S4,1
Product_1173,S1,6768
Product_1173,S2,5590
Product_1173,S3,5638
Product_1173,S4,5853
Product_1174,S1,7
Product_1174,S2,6
Product_1174,S3,6
Product_1174,S4,6
Product_1175,S1,284
Product_1175,S2,355
Product_1175,S3,244
Product_1175,S4,362
Product_1176,S1,213
Product_1176,S2,162
Product_1176,S3,182
Product_1176,S4,173
Product_1177,S1,128
Product_1177,S2,117
Product_1177,S3,117
Product_1177,S4,119
Product_1181,S1,39
Product_1181,S2,38
Product_1181,S3,41
Product_1181,S4,29
Product_1186,S1,392
Product_1186,S2,357
Product_1186,S3,315
Product_1186,S4,428
Product_1187,S1,1826
Product_1187,S2,2177
Product_1187,S3,2231
Product_1187,S4,1689
Product_1188,S1,2918
Product_1188,S2,2937
Product_1188,S3,3903
Product_1188,S4,4305
Product_1189,S1,2047
Product_1189,S2,1504
Product_1189,S3,1667
Product_1189,S4,1324
Product_1191,S1,6701
Product_1191,S2,8345
Product_1191,S3,6410
Product_1191,S4,7657
Product_1192,S1,2856
Product_1192,S2,2667
Product_1192,S3,2189
Product_1192,S4,2857
Product_1193,S1,9075
Product_1193,S2,8056
Product_1193,S3,6723
Product_1193,S4,6061
Product_1194,S1,3511
Product_1194,S2,4911
Product_1194,S3,5206
Product_1194,S4,4802
Product_1195,S1,39207
Product_1195,S2,42502
Product_1195,S3,46983
Product_1195,S4,36042
Product_1196,S1,4308
Product_1196,S2,5163
Product_1196,S3,4217
Product_1196,S4,4112
Product_1197,S1,1584
Product_1197,S2,1983
Product_1197,S3,1553
Product_1197,S4,2017
Product_1198,S1,15597
Product_1198,S2,17591
Product_1198,S3,20904
Product_1198,S4,14630
Product_1199,S1,37860
Product_1199,S2,32011
Product_1199,S3,47858
Product_1199,S4,31202
Product_1200,S1,3245
Product_1200,S2,2175
Product_1200,S3,3323
Product_1200,S4,2672
Product_1201,S1,839
Product_1201,S2,660
Product_1201,S3,634
Product_1201,S4,592
Product_1202,S1,626
Product_1202,S2,674
Product_1202,S3,814
Product_1202,S4,878
Product_1203,S1,1153
Product_1203,S2,826
Product_1203,S3,1135
Product_1203,S4,791
Product_1204,S1,3237
Product_1204,S2,4295
Product_1204,S3,4365
Product_1204,S4,4661
Product_1205,S1,9
Product_1205,S2,8
Product_1205,S3,9
Product_1205,S4,7
Product_1206,S1,164
Product_1206,S2,190
Product_1206,S3,232
Product_1206,S4,180
Product_1207,S1,2901
Product_1207,S2,4385
Product_1207,S3,3060
Product_1207,S4,3418
Product_1208,S1,17
Product_1208,S2,16
Product_1208,S3,17
Product_1208,S4,13
Product_1209,S1,9658
Product_1209,S2,7521
Product_1209,S3,7183
Product_1209,S4,6142
Product_1210,S1,38730
Product_1210,S2,39280
Product_1210,S3,45857
Product_1210,S4,42785
Product_1211,S1,92783
Product_1211,S2,81218
Product_1211,S3,94775
Product_1211,S4,96391
Product_1212,S1,2224
Product_1212,S2,1571
Product_1212,S3,1944
Product_1212,S4,1741
Product_1213,S1,47011
Product_1213,S2,43720
Product_1213,S3,44580
Product_1213,S4,34108
Product_1214,S1,340795
Product_1214,S2,332611
Product_1214,S3,238003
Product_1214,S4,330059
Product_1215,S1,64260
Product_1215,S2,62716
Product_1215,S3,84914
Product_1215,S4,66367
Product_1216,S1,158800
Product_1216,S2,116199
Product_1216,S3,151459
Product_1216,S4,140505
Product_1217,S1,8877009
Product_1217,S2,7032503
Product_1217,S3,7232985
Product_1217,S4,6929726
Product_1218,S1,25572
Product_1218,S2,22510
Product_1218,S3,18959
Product_1218,S4,16898
Product_1219,S1,9685
Product_1219,S2,8200
Product_1219,S3,11673
Product_1219,S4,10341
Product_1220,S1,48050
Product_1220,S2,57595
Product_1220,S3,66452
Product_1220,S4,54656
Product_1221,S1,183825
Product_1221,S2,194769
Product_1221,S3,160261
Product_1221,S4,175869
Product_1222,S1,87911
Product_1222,S2,105518
Product_1222,S3,97644
Product_1222,S4,123357
Product_1223,S1,622
Product_1223,S2,591
Product_1223,S3,452
Product_1223,S4,477
Product_1224,S1,46997
Product_1224,S2,63040
Product_1224,S3,54968
Product_1224,S4,46853
Product_1225,S1,11241
Product_1225,S2,9927
Product_1225,S3,8306
Product_1225,S4,10858
Product_1226,S1,7931
Product_1226,S2,7115
Product_1226,S3,8890
Product_1226,S4,8144
Product_1227,S1,4564
Product_1227,S2,5290
Product_1227,S3,6138
Product_1227,S4,5347
Product_1228,S1,3192
Product_1228,S2,3959
Product_1228,S3,4378
Product_1228,S4,5028
Product_1229,S1,5125
Product_1229,S2,5313
Product_1229,S3,5924
Product_1229,S4,5115
Product_1230,S1,180
Product_1230,S2,181
Product_1230,S3,183
Product_1230,S4,177
Product_1231,S1,2990
Product_1231,S2,3141
Product_1231,S3,3590
Product_1231,S4,3748
Product_1232,S1,7115
Product_1232,S2,11143
Product_1232,S3,8528
Product_1232,S4,10389
Product_1233,S1,19401
Product_1233,S2,15680
Product_1233,S3,16288
Product_1233,S4,22272
Product_1234,S1,13563
Product_1234,S2,13451
Product_1234,S3,18736
Product_1234,S4,16693
Product_1236,S1,20252
Product_1236,S2,14633
Product_1236,S3,16303
Product_1236,S4,23929
Product_1239,S1,27535
Product_1239,S2,30486
Product_1239,S3,20899
Product_1239,S4,24371
Product_1240,S1,51254
Product_1240,S2,70820
Product_1240,S3,63310
Product_1240,S4,52838
Product_1241,S1,1096488
Product_1241,S2,1047244
Product_1241,S3,860856
Product_1241,S4,889941
Product_1242,S1,2019104
Product_1242,S2,2149086
Product_1242,S3,1877684
Product_1242,S4,2108342
Product_1243,S1,28750
Product_1243,S2,30642
Product_1243,S3,29097
Product_1243,S4,33090
Product_1244,S1,29126
Product_1244,S2,35944
Product_1244,S3,32514
Product_1244,S4,27785
Product_1246,S1,119150
Product_1246,S2,104922
Product_1246,S3,157274
Product_1246,S4,150330
Product_1247,S1,26473
Product_1247,S2,31894
Product_1247,S3,32133
Product_1247,S4,32257
Product_1248,S1,7780821
Product_1248,S2,6510982
Product_1248,S3,8463775
Product_1248,S4,9040111
Product_1250,S1,179536
Product_1250,S2,187853
Product_1250,S3,253016
Product_1250,S4,262878
Product_1251,S1,1635
Product_1251,S2,1967
Product_1251,S3,1872
Product_1251,S4,1928
Product_1252,S1,6
Product_1252,S2,8
Product_1252,S3,9
Product_1252,S4,6
Product_1253,S1,28260
Product_1253,S2,27328
Product_1253,S3,25670
Product_1253,S4,30839
Product_1254,S1,972
Product_1254,S2,675
Product_1254,S3,1007
Product_1254,S4,695
Product_1255,S1,7841
Product_1255,S2,9970
Product_1255,S3,7695
Product_1255,S4,7883
Product_1256,S1,40855
Product_1256,S2,45725
Product_1256,S3,39807
Product_1256,S4,31452
Product_1257,S1,4014
Product_1257,S2,2646
Product_1257,S3,3250
Product_1257,S4,3289
Product_1258,S1,1176
Product_1258,S2,1504
Product_1258,S3,1082
Product_1258,S4,1247
Product_1259,S1,2714
Product_1259,S2,3080
Product_1259,S3,3518
Product_1259,S4,3681
Product_1260,S1,635
Product_1260,S2,925
Product_1260,S3,721
Product_1260,S4,728
Product_1261,S1,9500
Product_1261,S2,9196
Product_1261,S3,12013
Product_1261,S4,14564
Product_1262,S1,104111
Product_1262,S2,107595
Product_1262,S3,158284
Product_1262,S4,107628
Product_1264,S1,993442
Product_1264,S2,1110936
Product_1264,S3,933101
Product_1264,S4,1021807
Product_1265,S1,6220
Product_1265,S2,6941
Product_1265,S3,5310
Product_1265,S4,7066
Product_1266,S1,10708
Product_1266,S2,13767
Product_1266,S3,10185
Product_1266,S4,8767
Product_1267,S1,413526
Product_1267,S2,310680
Product_1267,S3,334289
Product_1267,S4,298637
Product_1268,S1,12268
Product_1268,S2,12075
Product_1268,S3,17545
Product_1268,S4,13964
Product_1269,S1,76728
Product_1269,S2,72701
Product_1269,S3,82375
Product_1269,S4,77921
Product_1270,S1,87018
Product_1270,S2,101845
Product_1270,S3,83474
Product_1270,S4,87814
Product_1271,S1,61230
Product_1271,S2,39912
Product_1271,S3,48281
Product_1271,S4,60523
Product_1272,S1,8246
Product_1272,S2,9315
Product_1272,S3,6274
Product_1272,S4,5898
Product_1273,S1,18893
Product_1273,S2,21744
Product_1273,S3,19216
Product_1273,S4,20490
Product_1274,S1,1515921
Product_1274,S2,1082200
Product_1274,S3,1639977
Product_1274,S4,1419637
Product_1275,S1,13263
Product_1275,S2,11666
Product_1275,S3,11674
Product_1275,S4,15447
Product_1276,S1,4076
Product_1276,S2,3683
Product_1276,S3,5568
Product_1276,S4,5126
Product_1277,S1,695
Product_1277,S2,663
Product_1277,S3,708
Product_1277,S4,797
Product_1278,S1,58077
Product_1278,S2,75915
Product_1278,S3,69020
Product_1278,S4,57416
Product_1279,S1,39871
Product_1279,S2,34286
Product_1279,S3,34110
Product_1279,S4,41345
Product_1280,S1,17234
Product_1280,S2,19442
Product_1280,S3,16384
Product_1280,S4,20285
Product_1281,S1,85386
Product_1281,S2,69789
Product_1281,S3,82529
Product_1281,S4,63758
Product_1282,S1,69000
Product_1282,S2,87091
Product_1282,S3,62963
Product_1282,S4,65426
Product_1283,S1,2646
Product_1283,S2,3440
Product_1283,S3,3261
Product_1283,S4,3700
Product_1284,S1,2775
Product_1284,S2,1943
Product_1284,S3,1866
Product_1284,S4,2366
Product_1285,S1,3319
Product_1285,S2,3123
Product_1285,S3,2390
Product_1285,S4,2656
Product_1286,S1,1951612
Product_1286,S2,2155136
Product_1286,S3,2134580
Product_1286,S4,1597508
Product_1287,S1,2093004
Product_1287,S2,1390435
Product_1287,S3,1583567
Product_1287,S4,1733207
Product_1288,S1,42412
Product_1288,S2,40766
Product_1288,S3,51052
Product_1288,S4,58626
Product_1289,S1,35132
Product_1289,S2,28305
Product_1289,S3,27797
Product_1289,S4,33871
Product_1290,S1,129518
Product_1290,S2,124192
Product_1290,S3,160891
Product_1290,S4,108670
Product_1292,S1,3076
Product_1292,S2,2437
Product_1292,S3,2839
Product_1292,S4,3564
Product_1294,S1,1239970
Product_1294,S2,1696557
Product_1294,S3,1396751
Product_1294,S4,1325422
Product_1295,S1,3092859
Product_1295,S2,2166945
Product_1295,S3,2636190
Product_1295,S4,2850760
Product_1296,S1,468
Product_1296,S2,546
Product_1296,S3,398
Product_1296,S4,365
Product_1297,S1,11185
Product_1297,S2,15067
Product_1297,S3,11616
Product_1297,S4,15150
Product_1300,S1,798
Product_1300,S2,569
Product_1300,S3,733
Product_1300,S4,548
Product_1301,S1,2053
Product_1301,S2,2045
Product_1301,S3,2014
Product_1301,S4,2246
Product_1302,S1,444
Product_1302,S2,515
Product_1302,S3,475
Product_1302,S4,403
Product_1303,S1,1667
Product_1303,S2,1377
Product_1303,S3,1804
Product_1303,S4,1726
Product_1304,S1,70568
Product_1304,S2,67492
Product_1304,S3,102857
Product_1304,S4,71352
Product_1305,S1,3052
Product_1305,S2,3388
Product_1305,S3,3650
Product_1305,S4,2439
Product_1306,S1,5167
Product_1306,S2,6493
Product_1306,S3,4428
Product_1306,S4,4906
Product_1307,S1,6178
Product_1307,S2,5544
Product_1307,S3,6003
Product_1307,S4,7865
Product_1308,S1,8311
Product_1308,S2,8786
Product_1308,S3,8424
Product_1308,S4,7065
Product_1309,S1,139815
Product_1309,S2,143178
Product_1309,S3,139943
Product_1309,S4,187555
Product_1310,S1,503
Product_1310,S2,332
Product_1310,S3,343
Product_1310,S4,413
Product_1311,S1,574
Product_1311,S2,929
Product_1311,S3,585
Product_1311,S4,681
Product_1312,S1,197302
Product_1312,S2,180210
Product_1312,S3,250284
Product_1312,S4,215873
Product_1313,S1,416
Product_1313,S2,360
Product_1313,S3,290
Product_1313,S4,293
Product_1314,S1,41719
Product_1314,S2,42238
Product_1314,S3,60701
Product_1314,S4,48673
Product_1315,S1,146637
Product_1315,S2,153040
Product_1315,S3,98740
Product_1315,S4,140643
Product_1316,S1,221896
Product_1316,S2,202610
Product_1316,S3,204972
Product_1316,S4,158709
Product_1317,S1,10
Product_1317,S2,9
Product_1317,S3,10
Product_1317,S4,10
Product_1318,S1,11
Product_1318,S2,15
Product_1318,S3,14
Product_1318,S4,14
Product_1319,S1,1
Product_1319,S2,1
Product_1319,S3,1
Product_1319,S4,1
Product_1320,S1,7
Product_1320,S2,7
Product_1320,S3,7
Product_1320,S4,5
Product_1321,S1,9
Product_1321,S2,14
Product_1321,S3,11
Product_1321,S4,13
Product_1322,S1,166
Product_1322,S2,215
Product_1322,S3,185
Product_1322,S4,145
Product_1323,S1,333
Product_1323,S2,304
Product_1323,S3,273
Product_1323,S4,370
Product_1324,S1,1
Product_1324,S2,1
Product_1324,S3,1
Product_1324,S4,1
